nik,no_kk,nama,tempat_tanggal_lahir,jenis_kelamin,status_perkawinan,alamat,kecamatan,kelurahan,pekerjaan,penghasilan,jumlah_tanggungan,kondisi_lantai,kondisi_dinding,kondisi_atap,status_kepemilikan_rumah,pendidikan_terakhir,jumlah_anak_sekolah,kepemilikan_aset,pengeluaran_bulanan,akses_listrik,akses_air,kondisi_kesehatan
35730440967579,35730253241720,Calon Penerima 523,1999-07-09,Perempuan,Kawin,Jl. Gatot Subroto Gg. 2 RT 15/RW 07,Klojen,Kiduldalem,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730168514678,35730418291328,Calon Penerima 524,1977-05-17,Laki-laki,Belum Kawin,Perum. Arif Margono Permai Blok K5 RT 04/RW 05,Klojen,Kasin,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730478247033,35730346554761,Calon Penerima 525,2005-08-07,Perempuan,Belum Kawin,Perum. Tlogowaru Permai Blok B9 RT 08/RW 08,Kedungkandang,Tlogowaru,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730429218100,35730365832399,Calon Penerima 526,1983-06-21,Perempuan,Cerai Mati,Jl. Bareng Tengah Dalam RT 02/RW 09,Klojen,Bareng,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Rentan Sakit / Lansia / Ibu Hamil
35730171400338,35730439809996,Calon Penerima 527,1972-06-01,Laki-laki,Kawin,Jl. Ikan Piranha Dalam RT 11/RW 02,Lowokwaru,Tunjungsekar,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730353869910,35730239375441,Calon Penerima 528,1979-02-12,Perempuan,Kawin,Jl. Mertojoyo No. 37 RT 07/RW 07,Lowokwaru,Merjosari,Karyawan Swasta,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730430937037,35730395548337,Calon Penerima 529,1995-08-06,Perempuan,Kawin,Jl. Danau Toba Dalam RT 08/RW 01,Kedungkandang,Sawojajar,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730137324646,35730396801016,Calon Penerima 530,1962-07-18,Laki-laki,Cerai Hidup,Jl. Kebalen Wetan Gg. 2 RT 02/RW 07,Kedungkandang,Kotalama,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730285747533,35730511277483,Calon Penerima 531,1980-08-03,Perempuan,Belum Kawin,Perum. Ahmad Yani Mas Blok F10 RT 01/RW 05,Blimbing,Purwodadi,Wiraswasta / Pedagang,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730193388056,35730452968112,Calon Penerima 532,1971-02-06,Perempuan,Kawin,Jl. Gading Pesantren No. 18 RT 01/RW 05,Klojen,Gading Kasri,PNS / TNI / POLRI,> Rp 4.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730534604259,35730371871817,Calon Penerima 533,1969-08-06,Perempuan,Cerai Mati,Jl. Pisang Candi Gg. 4 RT 07/RW 09,Sukun,Pisangcandi,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730424396261,35730121532366,Calon Penerima 534,1977-06-28,Perempuan,Cerai Mati,Jl. Sanan Dalam RT 03/RW 06,Blimbing,Purwantoro,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730242617157,35730467380475,Calon Penerima 535,1969-04-07,Perempuan,Cerai Mati,Jl. Brigjen Slamet Riadi Dalam RT 06/RW 05,Klojen,Oro-oro Dowo,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730576992325,35730248187633,Calon Penerima 536,1979-02-02,Laki-laki,Kawin,Jl. Sadewo Gg. 3 RT 03/RW 07,Blimbing,Polehan,Buruh Pabrik / Bangunan,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730366139116,35730582190562,Calon Penerima 537,1965-05-05,Perempuan,Cerai Hidup,Jl. Arif Margono Dalam RT 03/RW 10,Klojen,Kasin,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SMP,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730211410403,35730369754115,Calon Penerima 538,1983-11-16,Perempuan,Cerai Hidup,Jl. Kawi Gg. 6 RT 09/RW 04,Klojen,Kauman,Petani / Buruh Tani,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730310100722,35730410941905,Calon Penerima 539,1981-09-12,Laki-laki,Cerai Hidup,Jl. Sanan Dalam RT 13/RW 03,Blimbing,Purwantoro,Petani / Buruh Tani,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730310482591,35730115556344,Calon Penerima 540,1998-03-22,Perempuan,Cerai Hidup,Jl. Nakula Dalam RT 02/RW 04,Blimbing,Polehan,Buruh Pabrik / Bangunan,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730376350971,35730247832221,Calon Penerima 541,1962-07-10,Laki-laki,Kawin,Jl. Kalpataru Dalam RT 09/RW 04,Lowokwaru,Jatimulyo,Petani / Buruh Tani,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730522238398,35730353973928,Calon Penerima 542,2000-06-06,Laki-laki,Belum Kawin,Jl. Pelabuhan No. 146 RT 09/RW 10,Sukun,Bakalankrajan,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730356721892,35730176496705,Calon Penerima 543,1998-09-25,Laki-laki,Kawin,Jl. Bakalan Krajan Dalam RT 09/RW 02,Sukun,Bakalankrajan,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730157744199,35730457859696,Calon Penerima 544,1960-07-13,Laki-laki,Cerai Hidup,Jl. Hamid Rusdi Dalam RT 09/RW 01,Blimbing,Bunulrejo,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tidak Sekolah,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730541401915,35730211254501,Calon Penerima 545,2005-03-28,Laki-laki,Kawin,Jl. Tanjung Gg. 9 RT 14/RW 06,Sukun,Tanjungrejo,Petani / Buruh Tani,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730122521720,35730198960404,Calon Penerima 546,1971-10-02,Laki-laki,Kawin,Jl. Ki Ageng Gribig No. 103 RT 01/RW 03,Kedungkandang,Madyopuro,Wiraswasta / Pedagang,Rp 3.000.000 - Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik 900 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730385324126,35730373128698,Calon Penerima 547,2001-10-09,Perempuan,Cerai Mati,Jl. A. Yani Utara Dalam RT 03/RW 04,Blimbing,Polowijen,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730270236756,35730277351947,Calon Penerima 548,2004-03-10,Perempuan,Kawin,Jl. Joyo Tambaksari Dalam RT 09/RW 03,Lowokwaru,Merjosari,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730132789990,35730390448683,Calon Penerima 549,1970-11-13,Laki-laki,Kawin,Jl. Raden Intan No. 6 RT 10/RW 07,Blimbing,Arjosari,Karyawan Swasta,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),> Rp 4.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730424767737,35730213934083,Calon Penerima 550,1976-09-07,Perempuan,Cerai Hidup,Jl. Puntodewo Dalam RT 06/RW 03,Blimbing,Polehan,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Kayu Murah / Setengah Tembok (Bata tanpa plester),Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),< Rp 500.000,Listrik 450 VA,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730322804157,35730411798020,Calon Penerima 551,1980-03-13,Perempuan,Kawin,Jl. Parseh No. 106 RT 04/RW 05,Sukun,Kebonsari,Karyawan Swasta,> Rp 4.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730292353088,35730572121088,Calon Penerima 552,1976-04-05,Laki-laki,Belum Kawin,Jl. Kebalen Wetan No. 36 RT 04/RW 06,Kedungkandang,Kotalama,Karyawan Swasta,> Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730491345552,35730573569623,Calon Penerima 553,1979-04-22,Perempuan,Kawin,Jl. Puncak Mandala Dalam RT 05/RW 05,Sukun,Karangbesuki,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SMP,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730416347862,35730428223690,Calon Penerima 554,1964-09-17,Laki-laki,Cerai Hidup,Jl. Kebalen Wetan Dalam RT 02/RW 02,Kedungkandang,Kotalama,Buruh Pabrik / Bangunan,< Rp 500.000,> 4 Orang,Tanah / Kayu Kualitas Rendah,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730523772737,35730187772711,Calon Penerima 555,1960-07-06,Laki-laki,Cerai Mati,Jl. Puncak Mandala Dalam RT 12/RW 06,Sukun,Karangbesuki,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,< Rp 500.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Rentan Sakit / Lansia / Ibu Hamil
35730115965054,35730449648825,Calon Penerima 556,1972-11-04,Laki-laki,Kawin,Jl. Mayjen Sungkono No. 52 RT 05/RW 08,Kedungkandang,Buring,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730253432271,35730477315027,Calon Penerima 557,1960-04-04,Laki-laki,Belum Kawin,Perum. Tlogo Indah Megah Blok H7 RT 03/RW 03,Lowokwaru,Lowokwaru,PNS / TNI / POLRI,Rp 3.000.000 - Rp 4.000.000,0 - 2 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730190696036,35730546564177,Calon Penerima 558,1978-08-23,Perempuan,Belum Kawin,Jl. Muharto No. 135 RT 02/RW 09,Blimbing,Jodipan,PNS / TNI / POLRI,Rp 2.000.000 - Rp 3.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730551135935,35730566496901,Calon Penerima 559,1991-03-10,Perempuan,Belum Kawin,Jl. Kaliurang No. 32 RT 10/RW 05,Klojen,Samaan,PNS / TNI / POLRI,> Rp 4.000.000,0 - 2 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Tamat SMA / SMK,Tidak Ada Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 3.000.000 - Rp 4.000.000,Listrik > 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730551140798,35730141612426,Calon Penerima 560,1998-03-24,Laki-laki,Cerai Mati,Jl. Gatot Subroto Dalam RT 09/RW 03,Klojen,Kiduldalem,Buruh Pabrik / Bangunan,Rp 500.000 - Rp 1.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Ijuk / Rumbia / Daun,Numpang / Bebas Sewa (Fasum / Lahan orang lain),Tamat SD,1 - 2 Anak Sekolah,Tidak Ada Aset Sama Sekali,Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Disabilitas Berat / Penyakit Menahun (Stroke/TBC)
35730593288808,35730156989261,Calon Penerima 561,2004-10-21,Laki-laki,Kawin,Jl. Mergosono Dalam RT 09/RW 09,Kedungkandang,Mergosono,Petani / Buruh Tani,Rp 500.000 - Rp 1.000.000,> 4 Orang,Semen Kasar / Papan Kayu Biasa,Bilik Bambu / Rumbia / Terpal,Seng Karatan / Asbes Tua,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,1 - 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Listrik 450 VA,Sumur Gali Terlindung / Pompa Tangan,Sehat Fisik & Jasmani
35730270799154,35730115328033,Calon Penerima 562,2000-04-13,Laki-laki,Cerai Mati,Jl. Tasikmadu Gg. 5 RT 08/RW 10,Lowokwaru,Tasikmadu,Tidak Bekerja,< Rp 500.000,3 - 4 Orang,Tanah / Kayu Kualitas Rendah,Kayu Murah / Setengah Tembok (Bata tanpa plester),Ijuk / Rumbia / Daun,Sewa / Kontrak (Membayar bulanan/tahunan),Tamat SD,Lebih dari 2 Anak Sekolah,Hanya Aset Kecil (Sepeda / HP Murah / Unggas),Rp 500.000 - Rp 1.000.000,Numpang / Tidak Ada Listrik,Mata Air Tidak Terlindung / Sungai / Air Hujan,Sehat Fisik & Jasmani
35730426849865,35730520507368,Calon Penerima 563,1989-09-06,Perempuan,Belum Kawin,Jl. Puncak Borobudur No. 124 RT 05/RW 04,Lowokwaru,Mojolangu,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Keramik / Marmer / Granit,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Mewah (Mobil / Lahan Kosong / Emas Murni),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
35730598671189,35730483109616,Calon Penerima 564,1987-06-06,Perempuan,Kawin,Jl. Parseh Jaya No. 38 RT 07/RW 01,Kedungkandang,Arjowinangun,Karyawan Swasta,Rp 2.000.000 - Rp 3.000.000,3 - 4 Orang,Semen Kasar / Papan Kayu Biasa,Tembok Penuh (Diplester & Dicat),Genteng Tanah Liat / Baja Ringan / Genteng Keramik,Milik Sendiri / Warisan,Sarjana / Perguruan Tinggi,1 - 2 Anak Sekolah,Aset Menengah Atas (Motor Baru / Ternak Sapi),Rp 2.000.000 - Rp 3.000.000,Listrik 1300 VA,PAM / Leding Meteran / Air Kemasan Bermerk,Sehat Fisik & Jasmani
